amateur,country_code,player_name,country,dg_id
0,USA,"Davis, Taylor",United States,24742
0,CAN,"Davison, Callum",Canada,25241
0,IRL,"Dawson, Robin",Ireland,20953
0,USA,"Day, Glen",United States,3410
0,AUS,"Day, Jason",Australia,9771
0,FRA,"Daydou, Alexandre",France,20129
1,RSA,"De Beer, Kyle",South Africa,27414
0,BEL,"De Bondt, Alan",Belgium,17430
0,GER,"De Bruyn, Jannik",Germany,23112
0,RSA,"De Decker, Andre",South Africa,21303
0,RSA,"De Jager, Louis",South Africa,12821
0,ZIM,"De Jonge, Brendon",Zimbabwe,8767
0,ESP,"De La Riva, Eduardo",Spain,6637
0,ITA,"De Leo, Gregorio",Italy,26506
0,PHI,"De Los Santos, Justin",United States,24356
0,MAS,"De Silva, Kenneth",Malaysia,13707
0,RSA,"De Smidt, Ruan",South Africa,15864
0,NED,"De Vries, Wouter",Netherlands,9414
1,MEX,"De la Fuente, Santiago",Mexico,29195
0,BEL,"De wouters d'oplinter, Jean",Belgium,24844
0,USA,"DeArmond, Ben",United States,25980
0,USA,"DeChambeau, Bryson",United States,19841
0,CAN,"DeLaet, Graham",Canada,10252
0,CAN,"DeMarco, Thomas",Canada,25214
0,USA,"DeMorat, Mickey",United States,25078
0,USA,"DeMoss, Mookie",United States,20351
0,BER,"DeSilva, Chaka",Bermuda,29023
0,USA,"DeWald, Steele",United States,15700
0,USA,"Deacon, JC",United States,9158
0,ENG,"Dean, Joe",England,16497
0,USA,"Deane, Stuart",United States,5782
0,USA,"Deason, Chip",United States,11096
0,FRA,"Decottignies-Lafon, Mathieu",France,13998
0,CZE,"Dedek, Petr",Czech Republic,16717
0,USA,"Deimel, Drew",United States,25212
0,ESP,"Del Moral Barilari, Carlos",Spain,10222
0,CHI,"Del Solar, Cristobal",Chile,17422
0,ESP,"Del Val Onaederra, Samuel",Spain,15791
1,DOM,"Delgado, Juan Cayro",Dominican Republic,21726
0,USA,"Deminsky, Derek",United States,30430
0,USA,"Deneen, Morgan",United States,28075
0,USA,"Denlinger, David",United States,23015
1,USA,"Deraney, Joe",United States,26618
0,USA,"Derrick, Brock",United States,29972
0,BEL,"Detry, Thomas",Belgium,14181
0,IND,"Dharma, M.",India,12881
0,ITA,"Di Nitto, Enrico",Italy,17652
0,USA,"DiMarco, Chris",United States,4302
0,RSA,"Diab, Jason",South Africa,21296
0,MEX,"Diaz, Roberto",Mexico,15394
0,USA,"Dickinson, Paul",United States,7925
0,USA,"Dickson, Taylor",United States,27420
0,USA,"Dickson, Will",United States,29323
0,AUS,"Didone, Aiden",Australia,27031
0,USA,"Dietrich, Eric",United States,23574
1,NED,"Dijk, Felix van",Netherlands,26883
0,USA,"Dilisio, Steven",United States,29198
0,USA,"Dillard, IV, Mulbe",United States,28398
1,BER,"Dillas, Jarryd",Bermuda,27327
0,RSA,"Dingle, Wynand",South Africa,12863
0,ENG,"Dinwiddie, Robert",England,11894
0,AUS,"Dive, Martin",Australia,13641
0,ENG,"Dixon, David",England,7311
0,SCO,"Doak, Chris",Scotland,10458
0,AUS,"Dobbelaar, Louis",Australia,21380
0,SUI,"Dobias, Marc",Switzerland,11349
0,ENG,"Dobson, Hugo",England,16058
0,USA,"Dobyns, Matt",United States,7466
0,USA,"Docherty, Alistair",United States,24962
0,WAL,"Dodd, Stephen",Wales,4311
0,NAM,"Dodds, Trevor",Namibia,439
0,AUS,"Dodt, Andrew",Australia,8364
0,USA,"Doeden, Justin",United States,24963
0,CHI,"Dominguez, Matias",Chile,19454
0,ENG,"Donald, Luke",England,4163
0,WAL,"Donaldson, Jamie",Wales,7084
0,IRL,"Donnelly, Luke",Ireland,23404
0,AUS,"Donoghue, Edward",Australia,29097
0,USA,"Dorn, Andrew",United States,18629
0,USA,"Dornes, JD",United States,22977
0,USA,"Dossey, Cooper",United States,29347
0,USA,"Doucett, Bruce",United States,25918
0,USA,"Dougherty, Kevin",United States,19738
0,AUS,"Dowling, Matthew",Australia,16731
0,USA,"Doyle, Brendon",United States,26508
0,WAL,"Dredge, Bradley",Wales,6150
0,DEN,"Dreier, Frederik",Denmark,24022
0,AUS,"Drewitt, Brett",Australia,15162
0,RSA,"Dreyer, Juran",South Africa,22910
0,USA,"Driscoll, James",United States,6228
0,USA,"Droemer, Jesse",United States,24584
0,AUS,"Droop, Frazer",Australia,18178
0,SCO,"Drysdale, David",Scotland,6867
0,RSA,"Du Plessis, CJ",South Africa,17197
0,RSA,"Du Plessis, Hennie",South Africa,19421
0,RSA,"Du Plooy, Gerard",South Africa,22036
0,RSA,"Du Preez Jnr, James",South Africa,21203
0,CAN,"Du Toit, Jared",Canada,22086
0,FRA,"Dubois, Edouard",France,10624
0,FRA,"Dubuisson, Victor",France,10198
1,PAN,"Ducruet, Jean Paul",Panama,30655
0,USA,"Dufner, Jason",United States,7301
0,USA,"Dugas, Eric",United States,13338
0,AUS,"Duke, Chris",Australia,22882
0,USA,"Duke, Ken",United States,493
0,RSA,"Duminy, Jordan",South Africa,26478
0,BEL,"Dumont de Chassart, Adrien",Belgium,22002
0,USA,"Duncan, Austin",United States,30937
0,USA,"Duncan, Michael",United States,28914
0,USA,"Duncan, Tyler",United States,18187
0,USA,"Dunkle, Kyler",United States,26577
1,USA,"Dunlap, Nick",United States,28270
0,USA,"Dunn, Matthew",United States,24525
0,IRL,"Dunne, Paul",Ireland,18736
0,FRA,"Dupin, Diego",France,12607
1,BEL,"Duquaine, Hugo",Belgium,30200
1,PAN,"Duran, Samuel",Panama,30656
0,CAN,"Durham, Taylor",Canada,31160
0,USA,"Duval, David",United States,4761
0,IND,"Dwivedi, Samarth",India,19417
0,USA,"Dwyer, Brian",United States,14262
0,USA,"Dyer, Blake",United States,29164
0,ENG,"Dyer, Jack",England,26980
0,ENG,"Dykes, Tim",England,8221
0,ENG,"Dyson, Simon",England,6436
0,RSA,"Easton, Bryce",South Africa,15181
0,USA,"Eaton, Chandler",United States,26652
0,AUS,"Eaves, Samuel",Australia,15916
0,AUS,"Eccles, Ben",Australia,17163
0,AUS,"Eccleston, Cooper",Australia,24192
0,COL,"Echavarria, Andres",Colombia,15238
0,COL,"Echavarria, Nicolas",Colombia,22833
0,ARG,"Echenique, Rafa",Argentina,7988
0,USA,"Eckroat, Austin",United States,26653
0,SWE,"Edberg, Pelle",Sweden,8574
0,SWE,"Eden, Tobias",Sweden,17472
0,SWE,"Edfors, Johan",Sweden,6852
0,AUS,"Edge, Alex",Australia,17884
0,USA,"Edmister, Bryce",United States,25225
0,USA,"Edmondson, Zachary",United States,19739
0,USA,"Edwards, Greg",United States,29493
0,SUI,"Eggenberger, Mathias",Switzerland,14810
0,USA,"Eggers, Jacob",United States,18786
0,USA,"Eichhorn, Hunter",United States,30856
0,GER,"Einhaus, Sean",Germany,10223
1,EGY,"El Ela, Issa Abou",Egypt,8863
1,MAR,"El Fakouri, Mehdi",Morocco,23093
0,MAR,"El Hali, Karim",Morocco,19311
0,USA,"Elliott, Blake",United States,27847
0,ENG,"Ellis, Harry",England,23726
0,USA,"Elmes, Riley",United States,29435
0,USA,"Elmore, Ryan",United States,24964
0,RSA,"Els, Ernie",South Africa,874
0,ENG,"Elson, Jamie",England,7564
0,ESP,"Elvira Mijares, Ignacio",Spain,12988
0,ESP,"Elvira, Manuel",Spain,26008
0,USA,"Emory, Bryce",United States,25228
0,AUS,"Endycott, Harrison",Australia,19208
0,ENG,"Enefer, Will",England,23163
0,USA,"English, Harris",United States,14577
0,WAL,"Enoch, Rhys",Wales,12287
0,CHN,"Enqi, Liang",China,21018
0,KOR,"Eom, Jaewoong",Korea - Republic of,13835
0,USA,"Epson, Hunter",United States,29675
0,USA,"Erickson, Dan",United States,29520
1,USA,"Erickson, Jake",United States,25181
0,SWE,"Eriksson, Philip",Sweden,21938
0,USA,"Ernst, Derek",United States,16711
0,CHI,"Errazuriz, Agustin",Chile,25712
0,RSA,"Esau, Cameron",South Africa,14429
0,ESP,"Esmatges, Alex",Spain,23000
0,FRA,"Esposito, Hugo",Spain,26677
0,USA,"Estes, Bob",United States,889
1,PUR,"Esteve, Jeronimo",Puerto Rico,8573
1,SUI,"Ettlin, Loic",Switzerland,26616
0,ARG,"Etulain, Julian",Argentina,11911
0,GER,"Euler, Lukas",Germany,25600
0,AUS,"Evans, Andrew",Australia,15589
0,ENG,"Evans, Ben",England,10151
0,ENG,"Evans, Ryan",England,19030
0,USA,"Everett, Broc",United States,24965
0,USA,"Every, Matt",United States,10185
0,CAN,"Ewart, A.J.",Canada,21883
0,USA,"Eyster, Taylor",United States,26328
1,COL,"Faccini, Daniel",Colombia,18046
0,SWE,"Fahrbring, Jens",Sweden,13445
0,USA,"Fair, Seth",United States,18377
0,AUS,"Fairfax, Gavin",Australia,16018
1,AUS,"Fan, Christopher",Australia,25962
0,CHN,"Fan, Shiyu",China,19497
1,CAN,"Fanning, Todd",Canada,3754
0,FRA,"Fanonnel, Guillaume",France,25149
0,WAL,"Farr, Oliver",Wales,13318
0,ENG,"Farrell, OJ",England,28292
0,ENG,"Farrier-Twist, Michael",England,20325
0,USA,"Fast, Matt",United States,14561
0,SWE,"Fasth, Niclas",Sweden,3832
0,USA,"Fathauer, Derek",United States,12689
0,MEX,"Favela, Armando",Mexico,14568
0,ESP,"Fdez-Castano, Gonzalo",Spain,8262
0,USA,"Feagler, Clay",United States,28539
0,USA,"Feagles, Michael",United States,26656
0,USA,"Featherstone, Colin",United States,18257
0,USA,"Feenstra, Tim",United States,29497
0,SWE,"Feldborg Nielsen, Christopher",Sweden,20147
0,AUS,"Felton, Jarryd",Australia,16835
0,FRA,"Fenasse, Mathieu",France,17831
0,SCO,"Fenwick, Neil",Scotland,15491
0,SCO,"Ferguson, Ewen",Scotland,21646
1,ARG,"Fernandez de Oliveira, Mateo",Argentina,24294
0,MEX,"Fernandez, JD",Mexico,16237
0,ESP,"Fernandez, Scott",Spain,15616
0,ARG,"Fernandez-Valdes, Jorge",Argentina,16786
0,POR,"Ferreira, Stephen",Portugal,17409
0,RSA,"Ferreira, Tyrone",South Africa,12823
0,ESP,"Ferrer, Toni",Spain,20674
0,USA,"Feuerstein, Michael",United States,24502
0,RSA,"Fichardt, Darren",South Africa,5754
0,USA,"Fidone, Sam",United States,19618
0,POR,"Figueiredo, Pedro",Portugal,10033
0,PUR,"Figueroa, Edward",Puerto Rico,16044
0,USA,"Filbert, Andrew",United States,24424
0,RSA,"Filippi, Luca",South Africa,22037
0,USA,"Finau, Tony",United States,11676
0,ENG,"Finch, Richard",England,6636
0,USA,"Finnell, Skyler",United States,23463
0,USA,"Fischer, Zack",United States,17273
0,CAN,"Fish, Mardy",Canada,18704
0,USA,"Fishburn, Patrick",United States,25094
0,RSA,"Fisher Jr, Trevor",South Africa,7678
0,USA,"Fisher, Darin",United States,23709
0,ENG,"Fisher, Oliver",England,10863
0,ENG,"Fisher, Ross",England,9396
0,USA,"Fisk, Steven",United States,26657
0,ENG,"Fitzpatrick, Alex",England,25362
0,ENG,"Fitzpatrick, Matthew",England,17646
0,ENG,"Flanagan, Angus",England,26982
0,AUS,"Flanagan, Nick",Australia,8357
0,USA,"Flavin, Patrick",United States,26122
0,GER,"Fleer, Finn",Germany,21833
0,ENG,"Fleetwood, Tommy",England,12294
0,USA,"Flenniken, Casey",United States,23925
0,USA,"Flesch, Steve",United States,4707
0,USA,"Fletcher, Spencer",United States,21941
0,SWE,"Floren, Oscar",Sweden,9397
0,USA,"Flores, Erik",United States,15788
0,USA,"Flores, Martin",United States,10535
1,ITA,"Florioli, Marco",Italy,27840
0,ENG,"Floydd, Jack",England,25973
0,AUS,"Flynn, Lawry",Australia,21383
0,USA,"Foley, Kevin",United States,15812
0,SUI,"Foley, Robert",Switzerland,24950
0,AUT,"Folk, Gerold",Austria,18583
0,ZIM,"Follet-Smith, Benjamin",Zimbabwe,15211
0,GER,"Foos, Dominic",Germany,17022
0,ENG,"Ford, Charlie",England,14400
0,ENG,"Ford, Matt",England,10139
0,ENG,"Forgan, Sam",England,17816
0,SCO,"Forrest, Grant",Scotland,16475
0,SWE,"Forsstrom, Simon",Sweden,19806
0,ENG,"Forster, Thomas",England,27687
0,ITA,"Fortini, Giacomo",Italy,22177
0,RSA,"Foster, Gerrit",South Africa,21304
0,USA,"Foster, Hayden",United States,28311
0,ENG,"Foster, Mark B.",England,5928
0,ENG,"Foster, Tom",England,23322
0,AUS,"Fowler, Brenton",Australia,13642
0,AUS,"Fowler, Peter",Australia,497
0,USA,"Fowler, Rickie",United States,12965
0,USA,"Fox, Austin",United States,29090
0,AUS,"Fox, Daniel",Australia,10112
0,SCO,"Fox, Graham",Scotland,7593
0,NZL,"Fox, Ryan",New Zealand,11889
0,RSA,"Frade, Nicholaus",South Africa,25887
0,SWE,"Franck, Oskar",Sweden,20184
0,PAR,"Franco, Carlos",Paraguay,3436
0,USA,"Franken, Stephen",United States,26517
0,USA,"Franz, Jr., Ray",United States,6932
0,AUS,"Fraser, Marcus",Australia,7070
0,MEX,"Fraustro, Oscar",Mexico,9834
0,USA,"Frazar, Harrison",United States,6151
0,SUI,"Freiburghaus, Jeremy",Switzerland,19811
0,USA,"French, Chris",United States,24489
0,USA,"Fribbs, Derek",United States,29300
0,DEN,"Friedrichsen, Sebastian",Denmark,24657
0,SVK,"Friesz, Jan",Slovakia,18721
0,CAN,"Fritsch, Brad",Canada,7207
0,GER,"Fritsch, Florian",Germany,9217
0,RSA,"Frittelli, Dylan",South Africa,11955
0,SWE,"From, Fredrik",Sweden,21621
0,USA,"Frost, Charles",United States,13904
0,RSA,"Frost, David",South Africa,440
0,JPN,"Fujimoto, Yoshinori",Japan,11773
0,USA,"Fulford, Spence",United States,15454
0,MAS,"Fung, Nicholas",Malaysia,12889
0,USA,"Funk, Fred",United States,72
0,USA,"Funk, Taylor",United States,24718
0,USA,"Furr, Wilson",United States,25771
0,USA,"Furyk, Jim",United States,2881
0,SCO,"Fyfe, Calum",Scotland,25096
1,USA,"Gabrelcik, Nick",United States,30767
0,ITA,"Gagli, Lorenzo",Italy,10073
0,CRC,"Gagne, Luis",Costa Rica,25079
0,USA,"Gainey, Tommy",United States,12169
0,CZE,"Gal, Petr",Czech Republic,14882
0,RSA,"Galant, Tristin",South Africa,29495
0,AUS,"Gale, Daniel",Australia,19212
0,SCO,"Gallacher, Stephen",Scotland,5647
0,ARG,"Gallegos, Abel",Argentina,27352
0,ARG,"Gallegos, Andres",Argentina,19296
0,USA,"Galletti, Nicolo",United States,24490
0,SUI,"Galliano, Luca",Switzerland,15566
0,USA,"Gallman, Josh",United States,14923
0,USA,"Gamez, Robert",United States,2878
0,IND,"Gandas, Manu",India,18058
0,FRA,"Gandon, Jeremy",France,18933
0,IMN,"Gandy, Tom",Isle of Man,20633
0,KOR,"Gang, Yunseok",Korea - Republic of,16272
0,IND,"Gangjee, Rahil",India,7038
0,USA,"Gangluff, Stephen",United States,6642
0,USA,"Gannon, Luke",United States,27778
0,USA,"Garber, Joey",United States,18658
0,ESP,"Garcia Del Moral, Jordi",Spain,11103
0,ESP,"Garcia Rodriguez, Sebastian",Spain,12258
0,MEX,"Garcia, Andres",Mexico,13220
0,ESP,"Garcia, Sergio",Spain,5689
0,AUS,"Garcia, Zinyo",Australia,29098
0,ESP,"Garcia-Heredia, Alfredo",Spain,7887
0,USA,"Garnett, Brice",United States,11451
0,USA,"Garrick, Jonathan",United States,21885
0,USA,"Garrigus, Robert",United States,6789
0,POR,"Gaspar, Miguel",Portugal,14683
0,USA,"Gates, Bobby",United States,13433
0,RSA,"Gauche, Teaghan",South Africa,21196
0,AUS,"Gaunt, Daniel",Australia,6132
0,ENG,"Gavins, Daniel",England,18241
0,MEX,"Gaviño, Santiago",Mexico,13201
0,USA,"Gay, Brian",United States,5951
0,USA,"Gazzolo, David",United States,23138
0,NZL,"Geary, Josh",New Zealand,9903
0,USA,"Geddes, Mark",England,21886
0,USA,"Gee, Devin",United States,16484
0,ITA,"Geerts, Philip",Italy,22178
0,USA,"Gellerman, Michael",United States,19909
0,ITA,"Geminiani, Domenico",Italy,14596
0,USA,"Gempel, Tom",United States,26865
0,USA,"Gerard, Ryan",United States,29767
1,SUI,"Gerhardsen, Nicola",Switzerland,25572
0,RSA,"Germishuys, Deon",South Africa,25888
0,NED,"Geurts, Bob",Netherlands,27145
0,USA,"Geyer, Ben",United States,19361
0,CHI,"Geyger, Nicolas",Chile,13607
0,IND,"Ghai, Tapy",India,24674
0,USA,"Ghim, Doug",United States,24550
0,USA,"Gibb, Judd",United States,14785
0,AUS,"Gibson, Rhein",Australia,13342
0,USA,"Gibson, Tommy",United States,28167
0,SUI,"Gilardi, Mauro",Switzerland,27006
0,USA,"Gilchrest, Matt",United States,22261
0,ENG,"Gill, Bailey",England,27463
0,NZL,"Gill, Taylor",New Zealand,27456
0,USA,"Gillam, Parker",United States,24985
0,SWE,"Gillberg, Oliver",Sweden,21652
0,CAN,"Gillespie, Derek",Canada,6883
0,USA,"Gilligan, Ian",United States,26953
0,USA,"Gilman, Chris",United States,17260
1,POR,"Girao, Afonso",Portugal,25627
0,SUI,"Girrbach, Joel",Switzerland,15592
0,DEN,"Gladbjerg, Mathias",Denmark,20187
0,AUS,"Gleeson, David",Australia,5898
0,SWE,"Glennemo, Jacob",Sweden,13447
0,CAN,"Gligic, Michael",Canada,13404
0,DEN,"Gloet, Christian",Denmark,16444
0,USA,"Glover, Lucas",United States,7399
0,JPN,"Go, Shiso",Japan,25161
0,USA,"Godsey, Conner",United States,19742
0,USA,"Gogel, Matt",United States,5466
0,AUS,"Goggin, Mathew",Australia,3756
0,USA,"Goldenring, Sam",United States,30810
0,ARG,"Gomez, Fabian",Argentina,8571
0,ESP,"Gomez, Jose Luis Adarraga",Spain,8915
0,COL,"Gomez, Santiago",Colombia,22832
0,USA,"Gonda, Travis",United States,23712
0,FRA,"Gonnet, Jean-Baptiste",France,7979
0,USA,"Gonzales, Andres",United States,11640
0,MEX,"Gonzalez, Emilio",Mexico,28016
0,PAN,"Gonzalez, Lucca",Panama,29165
0,ARG,"Gonzalez, Ricardo",Argentina,5054
0,USA,"Gooch, Talor",United States,18580
0,AUS,"Gooding-King, Tyron-Jaye",Australia,25817
0,USA,"Goodwin, Noah",United States,24837
0,RSA,"Goosen, Retief",South Africa,4884
0,USA,"Gordon, Will",United States,26660
0,USA,"Gore, Jason",United States,6321
0,USA,"Gore, Tanner",United States,26866
0,BAH,"Gorospe, Lemon",Bahamas,24347
0,AUS,"Goss, Oliver",Australia,16813
0,USA,"Gotterup, Chris",United States,27774
1,ENG,"Gough, Conor",England,26340
1,ENG,"Gough, John",England,26491
0,RSA,"Gounden, Aneurin",South Africa,25046
0,POR,"Gouveia, Ricardo",Portugal,18722
0,POR,"Gouveia, Tomas Melo",Portugal,23267
0,USA,"Gove, Jeff",United States,6390
0,RSA,"Govender, Shalan",South Africa,24623
0,ARG,"Goya, Estanislao",Argentina,10877
0,USA,"Goydos, Paul",United States,3702
0,USA,"Graboyes, Luke",United States,27843
0,RSA,"Grace, Branden",South Africa,11952
0,POL,"Gradecki, Mateusz",Poland,14191
0,USA,"Grant, Brent",United States,22914
1,USA,"Grauman, Ryan",United States,25440
1,USA,"Greaser, Austin",United States,29327
0,USA,"Greco, John",United States,26518
0,MAS,"Green, Galven K",Malaysia,17573
0,MAS,"Green, Gavin",Malaysia,12530
0,AUS,"Green, Nathan",Australia,6258
0,AUS,"Green, Richard",Australia,3877
0,RSA,"Greene, Daniel",South Africa,14395
0,USA,"Greene, Keith",United States,24967
0,ENG,"Gregory, Scott",England,22253
0,ENG,"Grenville-Wood, Joshua",England,23164
0,ENG,"Grey, J.J.",England,24988
0,USA,"Greyserman, Max",United States,23465
0,USA,"Gribble, Cody",United States,17508
0,USA,"Grider, Ryan",United States,28541
0,AUS,"Grierson, James",Australia,19214
0,USA,"Griffin, Ben",United States,24968
0,USA,"Griffin, J.P.",United States,29049
0,USA,"Griffin, J.T.",United States,15609
0,USA,"Griffin, Lanto",United States,15330
0,AUS,"Griffin, Matthew",Australia,9780
0,ENG,"Griffiths, Curtis",England,19991
0,RSA,"Griffiths, Hayden",South Africa,24624
0,ENG,"Griffiths, Simon",England,7352
0,ARG,"Grillo, Emiliano",Argentina,12808
0,USA,"Grimes, Patrick",United States,22689
0,USA,"Grimmer, Will",United States,18630
1,UKR,"Grinberg, Lev",Ukraine,29461
1,USA,"Griz, Jonathan",United States,28145
0,RSA,"Grobler, Clinton",South Africa,22963
0,RSA,"Groenewald, Coert",South Africa,16895
0,RSA,"Groenewald, Vaughn",South Africa,1331
0,SWE,"Gronberg, Mathias",Sweden,4388
0,SWE,"Gronkvist, Andreas",Sweden,20054
0,FRA,"Gros, Sebastien",France,16650
0,USA,"Gross, Larkin",United States,28321
0,ESP,"Grout, Sebastain George Garcia",Spain,12702
0,USA,"Grove, Russell",United States,31029
0,AUT,"Gruber, Rene",Austria,13298
1,AUS,"Guan, Jeffrey",Australia,28093
0,SWE,"Guedra, Adam",Sweden,23306
0,DOM,"Guerra, Juan Jose",Dominican Republic,18421
0,MEX,"Guerra, Patricio",Mexico,25690
0,FRA,"Guerrier, Julien",France,10201
0,SUI,"Gugler, Cedric",Switzerland,25573
0,FRA,"Guillamoundeguy, Oihan",France,28239
0,USA,"Guise, Danny",United States,28472
0,USA,"Gumberg, Jordan",United States,23892
0,SCO,"Gunn, Jimmy",Scotland,18163
0,USA,"Gupta, Aman",United States,28528
1,IND,"Gupta, Arjun",India,25975
0,IND,"Gupta, Harendra",India,7845
0,USA,"Gurska, Matt",United States,26667
0,USA,"Guthrie, Luke",United States,15610
0,ESP,"Gutierrez, Ivan Cantero",Spain,19635
0,USA,"Gutschewski, Scott",United States,7305
0,AUS,"Guyatt, Matthew",Australia,11833
0,USA,"Haas, Bill",United States,7900
0,USA,"Haas, Jay",United States,87
0,DEN,"Haastrup, Mark Flindt",Denmark,7952
0,AUT,"Habeler, Markus",Austria,18584
0,USA,"Hack, Jhared",United States,14457
0,SIN,"Hadi, Abdul",Singapore,21222
0,USA,"Hadley, Chesson",United States,14967
0,CAN,"Hadwin, Adam",Canada,13965
0,ISL,"Hafthorsson, Birgir",Iceland,6166
1,USA,"Hagestad, Stewart",United States,23113
0,ENG,"Hague, David",England,27464
0,USA,"Hagy, Brandon",United States,18695
0,USA,"Hahn, James",United States,11374
0,USA,"Hahn, Jordan",United States,28261
0,RSA,"Haig, Anton",South Africa,8429
0,RSA,"Haindl, Alex",South Africa,10792
0,FIN,"Hakula, Toni",Finland,13131
0,USA,"Hale, Jr., Blaine",United States,29348
0,USA,"Haley II, Paul",United States,16039
0,AUS,"Hall, Ashley",Australia,7708
0,USA,"Hall, Gavin",United States,14862
0,ENG,"Hall, Harry",England,27194
1,USA,"Hall, Jake",United States,31120
0,USA,"Hall, Kevin",United States,8092
0,USA,"Hall, Ryan",United States,28630
0,USA,"Hall, Tyler",United States,10497
0,USA,"Hallberg, Eric",United States,20997
0,NOR,"Halvorsen, Andreas",Norway,17747
0,KOR,"Ham, Jeongwoo",Korea - Republic of,17872
0,USA,"Hambright, Chad",United States,28216
0,CAN,"Hamilton, Blair",Canada,20043
0,USA,"Hamilton, Todd",United States,915
0,USA,"Hammer, Cole",United States,19864
0,GER,"Hammer, Marc",Germany,22973
0,RSA,"Hammond, Daniel",South Africa,15991
0,USA,"Hamrick, Hunter",United States,16242
0,USA,"Han, Seungsu",United States,8046
0,USA,"Hanko, Joseph",United States,30406
0,USA,"Hanna, Chase",United States,23781
0,DEN,"Hansen, Anders",Denmark,5724
0,USA,"Hansen, Jaysen",United States,23854
0,DEN,"Hansen, Joachim B",Denmark,14284
0,ENG,"Hanson, Chris",England,12295
0,SWE,"Hanson, Peter",Sweden,6850
0,USA,"Hardee, Jonathan",United States,28076
0,RSA,"Harding, Justin",South Africa,10886
0,USA,"Hardy, Nick",United States,19865
0,USA,"Harkins, Brandon",United States,15427
0,USA,"Harlingten, Seann",United States,8202
0,USA,"Harman, Brian",United States,8825
0,USA,"Harmeling, Evan",United States,16909
0,USA,"Harmon, Matt",United States,12385
0,USA,"Harned, Sam",United States,31208
0,USA,"Harper, Keller",United States,28570
0,WAL,"Harries, Luke",Wales,30048
0,IRL,"Harrington, Padraig",Ireland,5716
0,USA,"Harrington, Scott",United States,8479
0,USA,"Harris, Matthew",Wales,28751
0,USA,"Harris, Paul",United States,18214
0,ENG,"Harris, Rob",England,12407
0,ENG,"Harrison, Jack",England,18202
0,ENG,"Harrold, William",England,17070
0,USA,"Hart, Dudley",United States,3879
0,USA,"Hart, Jeff",United States,94
0,USA,"Hart, Josh",United States,13544
0,AUS,"Hart, Tim",Australia,15920
0,RSA,"Harvey, Jared",South Africa,15865
0,JPN,"Hasegawa, Shohei",Japan,15819
1,USA,"Haskew, Luke",United States,29301
0,ENG,"Hatton, Tyrrell",England,14796
0,FRA,"Havret, Gregory",France,6239
0,AUS,"Hawkes, Simon",Australia,16959
0,SCO,"Hay, Gavin",Scotland,19903
0,AUS,"Hayden, Paul",Australia,15921
0,USA,"Hayes, Bo",United States,25023
0,CHN,"He, Shaocai",China,12622
0,CHN,"He, Zeming",China,18411
0,CHN,"He, Zeyu",China,9764
0,USA,"Hearden, Richard",United States,24940
0,CAN,"Hearn, David",Canada,7340
1,IRL,"Hearn, Jack",Ireland,30085
0,ENG,"Heath, James",England,9365
0,FRA,"Hebert, Benjamin",France,12213
0,USA,"Hebert, Michael",United States,18251
0,CAN,"Heffernan, Wes",Canada,6884
0,AUS,"Heffernan, Will",Australia,21247
0,USA,"Heinen, Nick",United States,24941
0,GER,"Heinzinger, David",Germany,20278
0,GER,"Heisele, Sebastian",Germany,16499
0,SWE,"Hellgren, Bjorn",Sweden,16231
0,DEN,"Helligkilde, Marcus",Denmark,20190
0,AUS,"Hend, Scott",Australia,1888
0,ENG,"Hendriksen, Paul",England,12214
0,USA,"Hendrix, Bryce",United States,29430
0,USA,"Hendrix, Jake",United States,29773
0,NZL,"Hendry, Michael",New Zealand,11885
0,USA,"Henley, Russell",United States,14578
0,USA,"Henry, J.J.",United States,6222
0,SCO,"Henry, Scott",Scotland,12468
0,AUS,"Hensby, Mark",Australia,5859
0,USA,"Henson, Berry",United States,10316
0,AUS,"Herbert, Lucas",Australia,17064
0,USA,"Herman, Jim",United States,12846
0,ESP,"Hernandez Cabezuela, Alvaro",Spain,19956
0,MEX,"Hernandez, Juan Pablo",Mexico,18075
0,USA,"Herrera, Michael",United States,30622
0,GER,"Herrmann, Maximilian",Germany,23771
0,USA,"Herron, Tim",United States,5621
0,USA,"Hervol, James",United States,28468
0,BEL,"Hesbois, Kevin",Belgium,13373
0,RSA,"Hess, Jacquin",South Africa,17784
0,USA,"Hickok, Kramer",United States,21237
0,USA,"Hicks, Alexander",United States,23466
0,USA,"Hicks, Justin",United States,9166
0,INA,"Hie, Rory",Indonesia,13306
0,JPN,"Higa, Kazuki",Japan,15756
0,AUS,"Higginbottom, Jake",Australia,15849
0,IRL,"Higgins, David",Ireland,4789
0,AUS,"Higgins, Lucas",Australia,22850
0,RSA,"Higgo, Garrick",South Africa,24342
0,USA,"Higgs, Alex",United States,24585
0,USA,"Higgs, Harry",United States,14140
0,USA,"Highsmith, Joe",United States,28469
0,USA,"Hildebrand, Timothy",United States,26668
0,SCO,"Hill, Calum",Scotland,25131
1,NIR,"Hill, Josh",Ireland,27001
1,ENG,"Hill, Josh",England,24065
0,CAN,"Hill, Matt",Canada,14029
0,USA,"Hillier, Charlie",New Zealand,28496
0,NZL,"Hillier, Daniel",New Zealand,21362
0,NZL,"Hillier, Harry",New Zealand,29800
0,GER,"Hirmer, Michael",Germany,20713
0,USA,"Hirschman, Grant",United States,25027
0,JPN,"Hisatsune, Ryo",Japan,22760
